First Name,Last Name,Email Address,Net Worth,Company,Title,Address,City,State,Year
Remy,Moore,remy.moore@example.org,8392.68,Acme Corp,Volunteer,843 Elm Blvd,Seaford,DE,2020
Charlie,Walker,charlie.walker@example.org,283.34,Tech for Good,Associate,537 Oak dR,Newark,DE,2021
Patrick,Star,patrick.star@example.org,423.46,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2023
Casey,Baker,casey.baker@example.org,475910975.82,Sunrise Health,Associate,332 Market Dr,Bear,DE,2025
Elliot,Carter,elliot.carter@example.org,7467.1,Acme Corp,Manager,386 Oak Dr,Claymont,DE,2020
Teagan,Jackson,teagan.jackson@example.org,322671986.89,Bright Future Foundation,Coordinator,814 Chestnut Ln,Smyrna,DE,2021
Tristan,Martin,tristan.martin@example.org,216811948.29,Helping Hands NGO,Coordinator,916 SpruceL n,Greenville,DE,2022
Sage,Hall,sage.hall@example.org,1289359.94,Global Solutions,CTO,39 Birch Dr,Georgetown,DE,2021
Jesse,Jones,jesse.jones@example.org,855794.71,Global Solutions,Director,871 Market St,Elkton,MD,2021
Rick,Sanchez,rick.sanchez@example.org,179706470.68,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2020
Teagan,Clark,teagan.clark@example.org,6608.49,Bright Future Foundation,Analyst,601 Chestnut Ln,New Castle,DE,2020
Tristan,Wilson,tristan.wilson@example.org,694322.86,Green Planet,Analyst,848 Oak Rd,Greenville,DE,2020
Oakley,Davis,oakley.davis@example.org,843491.2,Tech for Good,Consultant,437 Maple St,Elkton,MD,2025
Remy,Mitchell,remy.mitchell@example.org,2536594.19,Sunrise Health,Coordinator,637 Chestnut Blvd,New Castle,DE,2025
Kendall,Taylor,kendall.taylor@example.org,1818185.14,Global Solutions,Manager,617 Chestnut Ln,Greenville,DE,2021
Sterling,Taylor,sterling.taylor@example.org,5933.55,Helping Hands NGO,CFO,606 Chestnut Ave,Middletown,DE,2022
Jesse,Young,jesse.young@example.org,699551.5,Sunrise Heatlh,Consultant,299 Cedar Ave,Middletown,DE,2023
Blake,Jones,blake.jones@example.org,181726811.88,Sunrise Health,Volunteer,474 Market Ln,Townsend,DE,2025
Reese,Garcia,reese.garcia@example.org,5874.63,Helping Hands NGO,Associate,846 Main Dr,Bear,DE,2025
Robin,Jackson,robin.jackson@example.org,6958.24,Bright Future Foundation,CTO,754 Elm Ave,Bear,DE,2020
Sage,Garcia,sage.garcia@example.org,6222.97,Blue Ocean Trust,CTO,550 Spruce Dr,New Castle,DE,2022
Peter,Parker,peter.parker@example.org,2793.0,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2025
