First Name,Last Name,Email Address,Net Worth,Company,Title,Address,City,State,Year
Ron,Weasley,ron.weasley@example.org,2223628.69,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2020
Jean,Grey,jean.grey@example.org,123225348.08,Xavier Institute,Teacher,201 Mutant Way,Middletown,DE,2021
Morty,Smith,morty.smith@example.org,8412.56,Smith Household,Student,31 Citadel Way,Bear,DE,2016
Natasha,Romanoff,natasha.romanoff@example.org,926949.86,SHIELD,Agent,007 Widow Ln,New Castle,DE,2019
Barbara,Gordon,barbara.gordon@example.org,1545539.94,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2024
Harley,Quinn,harley.quinn@example.org,703655.32,Self‑Employed,Psychiatrist,251 Arkham Blvd,Wilmington,DE,2015
Mickey,Mouse,mickey.mouse@example.org,1209319.0,Disney Co,Entertainer,100 Dinsey Dr,Wilmington,DE,2020
Patrick,Star,patrick.star@example.org,7799.84,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2019
Patrick,Star,patrick.star@example.org,7492.65,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2020
Lois,Lane,lois.lane@example.org,1704765.84,Daily Planet,Reporter,50 Planet qS,Newark,DE,2023
Hermione,Granger,hermione.granger@example.org,261922027.57,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2023
Lisa,Simpson,lisa.simpson@example.org,9174.53,Springfield Elementary,Student,742 EvergreenT er,Elkton,MD,2020
Wanda,Maximoff,wanda.maximoff@example.org,322744469.22,Avengers,Member,616 Scarlet Dr,Greenville,DE,2020
Ash,Ketchum,ash.ketchum@example.org,5551.8,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2022
Tony,Chopper,tony.chopper@example.org,1330638.61,Straw Hat Crew,Doctor,Going Meryr,Lewes,DE,2018
Mickey,Mouse,mickey.mouse@example.org,1112153.06,Disney Co,Entetrainer,100 Disney Dr,Wilmington,DE,2017
Velma,Dinkley,velma.dinkley@example.org,908361.63,Mystery Inc.,Deetctive,13 Scooby Ct,Middletown,DE,2024
Tony,Stark,tony.stark@example.org,7259445065.11,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2024
Tony,Chopper,tony.chopper@example.org,1369765.52,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2022
SpongeBob,SquarePants,spongebob.squarepants@example.org,1509.89,Krusty Krab,Fry Cook,124 Conch St,Rehoboth Beach,DE,2024
Steve,Rogers,steve.rogers@example.org,1316462.34,USO,Captain,1776 Freedom Rd,Seaford,DE,2021
Ash,Ketchum,ash.ketchum@example.org,5319.4,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2016
Jean,Grey,jean.grey@example.org,127988087.85,Xavier Institute,Teacher,201 Mutant Way,Middletown,DE,2022
Lisa,Simpson,lisa.simpson@example.org,9310.65,Springfield Elementary,Student,742 Evergreen Ter,Elkton,MD,2017
Natasha,Romanoff,natasha.romanoff@example.org,830421.22,SHIELD,Agent,007 Widow Ln,New Castle,DE,2016
Bugs,Bunny,bugs.bunny@example.org,688117.39,Warner Bros.,Actor,200 Lonoey Ln,Newark,DE,2020
Natasha,Romanoff,natasha.romanoff@example.org,971187.61,SHIELD,Agent,007 Widow Ln,New Castle,DE,2023
Patrick,Star,patrick.star@example.org,7821.8,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2018
Rick,Sanchez,rick.sanchez@example.org,502190739.85,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2023
Bugs,Bunny,bugs.bunny@example.org,764354.56,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2022
Natasha,Romanoff,natasha.romanoff@example.org,846165.31,SHIELD,Agent,007 Widow Ln,New Castle,DE,2017
Wanda,Maximoff,wanda.maximoff@example.org,322744469.22,Avengers,Member,616 Scarlet Dr,Greenville,DE,2020
Ash,Ketchum,ash.ketchum@example.org,5551.8,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2022
